,BankName,Reviews,Stars,Reviews_cleaned,Sentiment_Score,Sentiment_Type,Positive_words,Negative_words,five_star_rating
10,Wyndham Capital Mortgage,"['working', 'with', 'michelle', 'and', 'wyndham', 'went', 'really', 'well', 'for', 'first', 'time', 'homeowner', 'and', 'this', 'being', 'first', 'refinance', 'feel', 'that', 'this', 'process', 'was', 'smooth', 'and', 'successful', 'will', 'definitely', 'recommend', 'michelle', 'friends', 'and', 'family']",5,"['working', 'michelle', 'wyndham', 'went', 'really', 'well', 'first_time', 'homeowner', 'first', 'refinance', 'feel', 'process', 'smooth', 'successful', 'definitely_recommend', 'michelle', 'friends', 'family']",0.4,Positive,"['really', 'first', 'smooth', 'successful']",[],1
11,Wyndham Capital Mortgage,"['usten', 'butler', 'brought', 'the', 'humanity', 'and', 'connection', 'what', 'can', 'very', 'stiff', 'lifeless', 'and', 'scary', 'transaction', 'not', 'only', 'that', 'quite', 'possibly', 'the', 'largest', 'purchase', 'wife', 'and', 'will', 'ever', 'make', 'didnt', 'simply', 'want', 'transact', 'with', 'faceless', 'institution', 'lot', 'was', 'riding', 'picking', 'the', 'right', 'house', 'and', 'making', 'sure', 'everything', 'would', 'work', 'out', 'austen', 'was', 'there', 'for', 'every', 'step', 'the', 'way', 'its', 'true', 'austen', 'got', 'the', 'best', 'deal', 'yes', 'thats', 'also', 'true', 'but', 'its', 'more', 'than', 'that', 'from', 'when', 'first', 'starting', 'looking', 'over', 'year', 'later', 'when', 'found', 'the', 'home', 'wanted', 'his', 'presence', 'positivity', 'and', 'guidance', 'gave', 'the', 'confidence', 'take', 'the', 'step', 'and', 'move', 'into', 'our', 'dream', 'home', 'its', 'made', 'huge', 'difference', 'for', 'our', 'family', 'were', 'right', 'where', 'want', 'have', 'kids', 'our', 'block', 'and', 'couldnt', 'happier', 'and', 'its', 'all', 'thanks', 'austen', 'butlers', 'help']",5,"['usten', 'butler', 'brought', 'humanity', 'connection', 'stiff', 'lifeless', 'scary', 'transaction', 'quite', 'possibly', 'largest', 'purchase', 'wife', 'ever', 'make', 'didnt', 'simply', 'want', 'transact', 'faceless', 'institution', 'lot', 'riding', 'picking', 'right', 'house', 'making', 'sure', 'everything', 'work', 'austen', 'every_step', 'way', 'true', 'austen', 'got', 'best', 'deal', 'yes', 'thats', 'also', 'true', 'first', 'starting', 'looking', 'year', 'later', 'found', 'home', 'wanted', 'presence', 'positivity', 'guidance', 'gave', 'confidence', 'take', 'step', 'move', 'dream_home', 'made', 'huge', 'difference', 'family', 'right', 'want', 'kids', 'block', 'couldnt', 'happier', 'thanks', 'austen', 'butlers', 'help']",0.1938095238095238,Positive,"['right', 'sure', 'true', 'best', 'true', 'first', 'huge', 'right', 'thanks']","['stiff', 'scary']",1
12,Wyndham Capital Mortgage,"['jay', 'was', 'easy', 'get', 'hold', 'had', 'any', 'questions', 'that', 'was', 'huge', 'because', 'theres', 'lot', 'during', 'this', 'whole', 'loan', 'process', 'and', 'you', 'want', 'know', 'everythings', 'right', 'provided', 'great', 'service', 'couldve', 'wanted']",5,"['jay', 'easy', 'get', 'hold', 'questions', 'huge', 'theres', 'lot', 'whole', 'loan', 'process', 'want', 'know', 'everythings', 'right', 'provided', 'great', 'service', 'couldve', 'wanted']",0.4238095238095239,Positive,"['easy', 'huge', 'whole', 'right', 'great']",[],1
13,Wyndham Capital Mortgage,"['had', 'million', 'friends', 'would', 'recommend', 'all', 'them', 'wyndham', 'capital', 'especially', 'mark', 'taylor', 'hes', 'great', 'really', 'help', 'with', 'even', 'the', 'clock', 'thanks', 'million', 'mark', 'mean', 'that', 'from', 'heart', 'appreciate', 'everything', 'you', 'did', 'for']",5,"['million', 'friends', 'recommend', 'wyndham_capital', 'especially', 'mark', 'taylor', 'hes', 'great', 'really', 'help', 'even', 'clock', 'thanks', 'million', 'mark', 'mean', 'heart', 'appreciate', 'everything']",0.1775,Positive,"['great', 'really', 'thanks']",['mean'],1
14,Wyndham Capital Mortgage,"['chaz', 'was', 'fantastic', 'throughout', 'the', 'entire', 'lending', 'processs', 'had', 'share', 'challenges', 'with', 'the', 'original', 'underwriter', 'through', 'fault', 'chase', 'yet', 'stepped', 'quickly', 'rectify', 'any', 'issues', 'had', 'was', 'the', 'glue', 'that', 'kept', 'this', 'deal', 'together', 'did', 'have', 'some', 'challenges', 'with', 'first', 'property', 'falling', 'through', 'and', 'the', 'last', 'minute', 'yet', 'chaz', 'kept', 'spirits', 'and', 'assisted', 'through', 'quickly', 'transitioning', 'the', 'new', 'and', 'much', 'better', 'property', 'the', 'end', 'again', 'cannot', 'say', 'enough', 'positive', 'things', 'about', 'chaz', 'consummate', 'professional', 'and', 'very', 'responsive', 'would', 'highly', 'recommend', 'doing', 'business', 'with', 'him', 'and', 'plan', 'staying', 'touch', 'for', 'future', 'opportunities']",5,"['chaz', 'fantastic', 'throughout', 'entire', 'lending', 'processs', 'share', 'challenges', 'original', 'underwriter', 'fault', 'chase', 'yet', 'stepped', 'quickly', 'rectify', 'issues', 'glue', 'kept', 'deal', 'together', 'challenges', 'first', 'property', 'falling', 'last', 'minute', 'yet', 'chaz', 'kept', 'spirits', 'assisted', 'quickly', 'transitioning', 'new', 'much', 'better', 'property', 'end', 'cannot', 'say_enough', 'positive', 'things', 'chaz', 'consummate', 'professional', 'responsive', 'highly_recommend', 'business', 'plan', 'staying', 'touch', 'future', 'opportunities']",0.27733100233100233,Positive,"['fantastic', 'original', 'quickly', 'first', 'quickly', 'new', 'much', 'better', 'positive', 'consummate', 'professional']",[],1
15,Wyndham Capital Mortgage,"['austen', 'has', 'been', 'awsome', 'every', 'step', 'the', 'way', 'with', 'refi', 'and', 'new', 'home', 'purchase', 'explains', 'your', 'best', 'options', 'thoroughly', 'with', 'out', 'any', 'the', 'other', 'companies', 'use', 'get', 'your', 'business', 'being', 'repeat', 'customer', 'says', 'all']",5,"['austen', 'awsome', 'every_step', 'way', 'refi', 'new_home', 'purchase', 'explains', 'best', 'options', 'thoroughly', 'companies', 'get', 'business', 'repeat', 'customer', 'says']",1.0,Positive,['best'],[],1
16,Wyndham Capital Mortgage,"['the', 'salesperson', 'kept', 'pushing', 'cash', 'out', 'refi', 'even', 'when', 'told', 'him', 'looking', 'for', 'heloc', 'specifically', 'then', 'hangs', 'because', 'said', 'was', 'quoted', 'better', 'rate', 'bank', 'ridiculous']",5,"['salesperson', 'kept', 'pushing', 'cash', 'refi', 'even', 'told', 'looking', 'heloc', 'specifically', 'hangs', 'said', 'quoted', 'better', 'rate', 'ridiculous']",0.08333333333333334,Positive,['better'],['ridiculous'],1
17,Wyndham Capital Mortgage,"['this', 'was', 'the', 'worst', 'experience', 'ever', 'was', 'like', 'they', 'had', 'never', 'gone', 'through', 'the', 'process', 'before', 'could', 'not', 'get', 'complete', 'list', 'the', 'documents', 'required', 'every', 'other', 'day', 'was', 'new', 'request', 'the', 'appraiser', 'that', 'they', 'hired', 'made', 'many', 'mistakes', 'had', 'send', 'corrections', 'and', 'then', 'during', 'the', 'underwriting', 'process', 'they', 'had', 'back', 'and', 'make', 'more', 'corrections', 'wyndum', 'would', 'continue', 'ask', 'for', 'copies', 'documents', 'over', 'and', 'over', 'again', 'there', 'were', 'many', 'documents', 'that', 'had', 'send', 'and', 'times', 'because', 'they', 'lost', 'them', 'was', 'not', 'filed', 'correctly', 'went', 'through', 'different', 'people', 'through', 'the', 'process', 'would', 'never', 'use', 'them', 'awful', 'experience']",1,"['worst', 'experience', 'ever', 'like', 'never', 'gone', 'process', 'could', 'get', 'complete', 'list', 'documents', 'required', 'every', 'day', 'new', 'request', 'appraiser', 'hired', 'made', 'many', 'mistakes', 'send', 'corrections', 'underwriting', 'process', 'back', 'make', 'corrections', 'wyndum', 'continue', 'ask', 'copies', 'documents', 'many', 'documents', 'send', 'times', 'lost', 'filed', 'correctly', 'went', 'different', 'people', 'process', 'never', 'awful', 'experience']",0.09204545454545454,Positive,"['complete', 'new', 'many', 'many']","['worst', 'awful']",0
18,Wyndham Capital Mortgage,"['good', 'rate', 'but', 'very', 'frustrating', 'process', 'constant', 'delays', 'decisions', 'made', 'then', 'changed', 'overwhelmed', 'underwriting', 'team', 'with', 'week', 'back', 'log', 'rookie', 'mistake', 'related', 'texas', 'law', 'that', 'caused', 'additional', 'week', 'wait', 'closing', 'happened', 'almost', 'weeks', 'after', 'should', 'have', 'courteous', 'and', 'professional', 'but', 'not', 'very', 'knowledgeable', 'and', 'sense', 'urgency', 'would', 'not', 'recommend']",1,"['good', 'rate', 'frustrating', 'process', 'constant', 'delays', 'decisions', 'made', 'changed', 'overwhelmed', 'underwriting', 'team', 'week', 'back', 'log', 'rookie', 'mistake', 'related', 'texas', 'law', 'caused', 'additional', 'week', 'wait', 'closing', 'happened', 'almost', 'weeks', 'courteous', 'professional', 'knowledgeable', 'sense', 'urgency', 'recommend']",0.14285714285714285,Positive,"['good', 'courteous', 'professional']",['frustrating'],0
19,Wyndham Capital Mortgage,"['they', 'were', 'not', 'upfront', 'learn', 'from', 'mistake', 'trusted', 'the', 'loan', 'officer', 'that', 'zero', 'point', 'rate', 'option', 'before', 'closing', 'the', 'loan', 'because', 'convinced', 'initially', 'sign', 'the', 'good', 'faith', 'estimate', 'with', 'higher', 'rate', 'plus', 'lenders', 'credit', 'after', 'running', 'numbers', 'the', 'lower', 'interest', 'favorable', 'for', 'and', 'asking', 'for', 'now', 'being', 'charge', 'points', 'looks', 'like', 'they', 'are', 'only', 'good', 'their', 'words', 'the', 'beginning', 'please', 'careful', 'dealing', 'with', 'this', 'lender']",1,"['upfront', 'learn', 'mistake', 'trusted', 'loan_officer', 'zero', 'point', 'rate', 'option', 'closing', 'loan', 'convinced', 'initially', 'sign', 'good_faith_estimate', 'higher', 'rate', 'plus', 'lenders', 'credit', 'running', 'numbers', 'lower', 'interest', 'favorable', 'asking', 'charge', 'points', 'looks', 'like', 'good', 'words', 'beginning', 'please', 'careful', 'dealing', 'lender']",0.2125,Positive,"['higher', 'good']",['careful'],0
20,Wyndham Capital Mortgage,"['initially', 'the', 'mortgage', 'broker', 'was', 'very', 'friendly', 'and', 'assertive', 'once', 'the', 'paper', 'work', 'was', 'filled', 'out', 'and', 'closing', 'the', 'loan', 'was', 'eminent', 'became', 'increasingly', 'difficult', 'reach', 'the', 'broker', 'had', 'initiate', 'all', 'phone', 'calls', 'seemed', 'had', 'call', 'make', 'the', 'process', 'move', 'forward', 'took', 'four', 'weeks', 'get', 'copy', 'closing', 'documents', 'and', 'the', 'payoff', 'for', 'credit', 'card']",1,"['initially', 'mortgage_broker', 'friendly', 'assertive', 'paper', 'work', 'filled', 'closing', 'loan', 'eminent', 'became', 'increasingly', 'difficult', 'reach', 'broker', 'initiate', 'phone_calls', 'seemed', 'call', 'make', 'process', 'move', 'forward', 'took', 'four', 'weeks', 'get', 'copy', 'closing', 'documents', 'payoff', 'credit_card']",0.06875,Positive,"['friendly', 'filled']",['difficult'],0
21,Wyndham Capital Mortgage,"['initially', 'the', 'mortgage', 'broker', 'was', 'very', 'friendly', 'and', 'assertive', 'once', 'the', 'paper', 'work', 'was', 'filled', 'out', 'and', 'closing', 'the', 'loan', 'was', 'eminent', 'became', 'increasingly', 'difficult', 'reach', 'the', 'broker', 'had', 'initiate', 'all', 'phone', 'calls', 'seemed', 'had', 'call', 'make', 'the', 'process', 'move', 'forward', 'took', 'four', 'weeks', 'get', 'copy', 'closing', 'documents', 'and', 'the', 'payoff', 'for', 'credit', 'card']",1,"['initially', 'mortgage_broker', 'friendly', 'assertive', 'paper', 'work', 'filled', 'closing', 'loan', 'eminent', 'became', 'increasingly', 'difficult', 'reach', 'broker', 'initiate', 'phone_calls', 'seemed', 'call', 'make', 'process', 'move', 'forward', 'took', 'four', 'weeks', 'get', 'copy', 'closing', 'documents', 'payoff', 'credit_card']",0.06875,Positive,"['friendly', 'filled']",['difficult'],0
22,North American Savings Bank,"['worked', 'with', 'kory', 'and', 'carla', 'nasb', 'they', 'were', 'superb', 'team', 'and', 'provided', 'excellent', 'responsive', 'and', 'knowledgeable', 'service', 'throughout', 'the', 'entire', 'process', 'ours', 'was', 'complicated', 'process', 'with', 'refinance', 'and', 'loan', 'and', 'they', 'hung', 'there', 'with', 'the', 'entire', 'time', 'was', 'great', 'experience', 'working', 'with', 'both', 'them', 'highly', 'recommend', 'them', 'and', 'will', 'use', 'them', 'the', 'future', 'for', 'all', 'mortgage', 'needs']",5,"['worked', 'kory', 'carla', 'nasb', 'superb', 'team', 'provided', 'excellent', 'responsive', 'knowledgeable', 'service', 'throughout', 'entire_process', 'complicated', 'process', 'refinance', 'loan', 'hung', 'entire', 'time', 'great', 'experience_working', 'highly_recommend', 'future', 'mortgage', 'needs']",0.3833333333333333,Positive,"['superb', 'excellent', 'great']",['complicated'],1
23,North American Savings Bank,"['kory', 'was', 'far', 'the', 'best', 'loan', 'officer', 'have', 'ever', 'worked', 'with', 'were', 'dealing', 'with', 'complicated', 'refinance', 'and', 'purchase', 'two', 'different', 'properties', 'and', 'was', 'cool', 'calm', 'professional', 'and', 'extremely', 'knowledgeable', 'throughout', 'the', 'entire', 'process', 'wouldnt', 'use', 'anyone', 'else', 'moving', 'forward', 'his', 'level', 'integrity', 'and', 'responsiveness', 'second', 'none', 'thanks', 'for', 'everything', 'kory']",5,"['kory', 'far', 'best', 'loan_officer', 'ever', 'worked', 'dealing', 'complicated', 'refinance', 'purchase', 'two', 'different', 'properties', 'cool', 'calm', 'professional', 'extremely', 'knowledgeable', 'throughout', 'entire_process', 'wouldnt', 'anyone_else', 'moving', 'forward', 'level', 'integrity', 'responsiveness', 'second_none', 'thanks', 'everything', 'kory']",0.15833333333333333,Positive,"['far', 'best', 'cool', 'calm', 'professional', 'thanks']","['complicated', 'extremely']",1
24,North American Savings Bank,"['expert', 'loan', 'officer', 'well', 'versed', 'and', 'the', 'financial', 'impacts', 'loan', 'component', 'changes', 'the', 'best', 'have', 'worked', 'with', 'across', 'home', 'buyingselling', 'deals', 'now', 'advocated', 'for', 'the', 'real', 'estate', 'broker', 'the', 'state', 'due', 'his', 'ability', 'close', 'complicated', 'and', 'high', 'pressure', 'deals', 'she', 'places', 'him', 'the', 'top', 'the', 'list', 'after', 'years', 'the', 'business', 'professionally', 'and', 'patiently', 'answers', 'detailed', 'questions', 'and', 'can', 'rally', 'the', 'expanded', 'nasb', 'team', 'also', 'stellar', 'support', 'your', 'needs', 'handled', 'complicated', 'loan', 'that', 'seemed', 'change', 'every', 'week', 'while', 'tried', 'buy', 'antebellum', 'home', 'tough', 'comps', 'during', 'retirement', 'from', 'the', 'military', 'tough', 'income', 'verification', 'with', 'five', 'families', 'all', 'swapping', 'homes', 'tons', 'contingencies', 'everything', 'along', 'the', 'way', 'mattered', 'and', 'aaron', 'and', 'the', 'nasb', 'team', 'got', 'done', 'even', 'weekends', 'and', 'closed', 'time', 'with', 'the', 'best', 'interest', 'rate', 'the', 'market', 'and', 'added', 'origination', 'fees', 'look', 'not', 'pass', 'opportunity', 'work', 'with', 'him']",5,"['expert', 'loan_officer', 'well', 'versed', 'financial', 'impacts', 'loan', 'component', 'changes', 'best', 'worked', 'across', 'home', 'buyingselling', 'deals', 'advocated', 'real', 'estate', 'broker', 'state', 'due', 'ability', 'close', 'complicated', 'high', 'pressure', 'deals', 'places', 'top', 'list', 'years', 'business', 'professionally', 'patiently', 'answers', 'detailed', 'questions', 'rally', 'expanded', 'nasb_team', 'also', 'stellar', 'support', 'needs', 'handled', 'complicated', 'loan', 'seemed', 'change', 'every', 'week', 'tried', 'buy', 'antebellum_home', 'tough', 'comps', 'retirement', 'military', 'tough', 'income', 'verification', 'five', 'families', 'swapping', 'homes', 'tons', 'contingencies', 'everything', 'along', 'way', 'mattered', 'aaron', 'nasb_team', 'got_done', 'even', 'weekends', 'closed_time', 'best', 'interest_rate', 'market', 'added', 'origination', 'fees', 'look', 'pass', 'opportunity', 'work']",0.10714814814814815,Positive,"['best', 'real', 'high', 'top', 'professionally', 'detailed', 'stellar', 'best']","['due', 'complicated', 'complicated', 'tough', 'military', 'tough']",1
25,North American Savings Bank,"['the', 'nasb', 'team', 'went', 'above', 'and', 'beyond', 'for', 'and', 'family', 'and', 'closed', 'important', 'home', 'loan', 'time', 'despite', 'many', 'changes', 'military', 'retirement', 'and', 'very', 'challenging', 'antebellum', 'home', 'that', 'required', 'the', 'entire', 'nasb', 'team', 'pull', 'out', 'all', 'the', 'stops', 'know', 'the', 'rules', 'and', 'regulations', 'and', 'guide', 'through', 'tough', 'process', 'truly', 'believe', 'would', 'not', 'have', 'closed', 'time', 'with', 'different', 'team', 'will', 'only', 'recommend', 'nasb', 'for', 'home', 'loansespecially', 'complicate', 'loans']",5,"['nasb_team', 'went', 'beyond', 'family', 'closed', 'important', 'home', 'loan', 'time', 'despite', 'many', 'changes', 'military', 'retirement', 'challenging', 'antebellum_home', 'required', 'entire', 'nasb_team', 'pull', 'stops', 'know', 'rules', 'regulations', 'guide', 'tough', 'process', 'truly', 'believe', 'closed_time', 'different', 'team', 'recommend', 'nasb', 'home', 'loansespecially', 'complicate', 'loans']",0.10138888888888892,Positive,"['important', 'many', 'challenging']","['closed', 'military', 'tough']",1
26,North American Savings Bank,"['dallas', 'goodlet', 'and', 'his', 'entire', 'team', 'are', 'deserving', 'special', 'thank', 'you', 'was', 'professional', 'they', 'come', 'and', 'closed', 'our', 'loan', 'days', 'were', 'with', 'another', 'competitor', 'originally', 'and', 'called', 'saving', 'thousands', 'over', 'our', 'current', 'lender', 'was', 'real', 'pleasure', 'getting', 'work', 'with', 'this', 'institution', 'and', 'class', 'act', 'like', 'dallas', 'great', 'job']",5,"['dallas_goodlet', 'entire', 'team', 'deserving', 'special', 'thank', 'professional', 'come', 'closed', 'loan', 'days', 'another', 'competitor', 'originally', 'called', 'saving', 'thousands', 'current', 'lender', 'real', 'pleasure', 'getting', 'work', 'institution', 'class', 'act', 'like', 'dallas', 'great_job']",0.19151785714285716,Positive,"['deserving', 'special', 'professional', 'originally', 'real']",['closed'],1
